Household_ID,State,City,City_Type,Household_Size,Age_of_Household_Head,Education_Level,Employment_Status,Monthly_Income_INR,Rent_EMI_INR,Food_Expense_INR,Utilities_INR,Education_Expense_INR,Healthcare_Expense_INR,Transport_Expense_INR,Shopping_Expense_INR,Entertainment_Expense_INR,Other_Expenses_INR,Loan_Amount_INR,Monthly_Loan_Payment_INR,Savings_INR,Investment_INR,Financial_Goal,Emergency_Fund_Months,Internet_Access,Vehicle_Ownership,Financial_Stress_Level,Financial_Health_Score
HH03002,Kerala,Kozhikode,Rural,6,47,Graduate,Self-Employed,51500,17500,12030,4180,6490,3960,2780,2680,1740,1870,0,0,-1440,0,Home,0,Yes,Two_Wheeler_and_Car,Medium,44
HH03003,Karnataka,Bengaluru,Urban,6,46,Secondary,Salaried,31100,4410,7240,3490,2970,900,2490,2560,1070,640,0,0,4430,2210,Home,18,Yes,Two_Wheeler,Low,77
HH03004,Gujarat,Vadodara,Semi-Urban,3,32,Diploma,Salaried,62300,20290,10270,4230,4920,3890,5080,4080,1620,1900,247000,6760,-610,0,Emergency_Fund,0,Yes,Car,High,38
HH03005,Andhra Pradesh,Visakhapatnam,Rural,3,56,Secondary,Salaried,18900,5860,4580,2130,1080,1680,1330,1510,570,860,207000,2600,-2190,0,Education,0,Yes,Two_Wheeler,High,31
HH03006,Gujarat,Surat,Semi-Urban,3,33,Graduate,Salaried,47800,13410,8850,4470,6650,1460,2910,4050,1110,1120,234000,4170,-210,0,Home,0,Yes,None,Medium,40
HH03007,Kerala,Kozhikode,Urban,3,41,Secondary,Self-Employed,54100,10000,10280,3270,5470,2510,5070,1950,1440,1930,0,0,6600,1210,Home,18,Yes,Two_Wheeler,Low,78
HH03008,Andhra Pradesh,Vijayawada,Urban,7,53,Diploma,Government,83200,9390,17870,5860,8500,5090,5300,4520,1420,2590,523000,10480,7150,1920,Home,11.5,Yes,Two_Wheeler,Low,65
HH03009,Andhra Pradesh,Madanapalle,Urban,5,41,Secondary,Unemployed,12700,1000,3410,2030,700,500,700,630,210,550,152000,2520,230,60,Education,2.2,Yes,Two_Wheeler,High,39
HH03010,Gujarat,Vadodara,Urban,4,45,Secondary,Self-Employed,97800,19080,17070,5610,11950,3480,8650,6940,1920,4250,1146000,19770,-710,0,Education,0,Yes,Car,High,33
HH03011,Karnataka,Bengaluru,Rural,2,45,Graduate,Daily Wage,58200,5310,7440,3690,1270,2610,4650,2930,1500,1780,545000,8040,8610,4650,Retirement,18,Yes,Two_Wheeler,Low,77
HH03012,Uttar Pradesh,Noida,Urban,2,45,Postgraduate,Self-Employed,169900,46490,25480,9630,1260,4380,9390,10870,3010,4260,676000,11520,20120,5380,Home,18,Yes,Two_Wheeler,Low,76
HH03013,Gujarat,Ahmedabad,Urban,5,45,Graduate,Self-Employed,169200,55900,33070,9930,7930,10330,14470,13280,3900,4350,831000,17110,-660,0,Education,0,Yes,Car,High,39
HH03014,West Bengal,Siliguri,Semi-Urban,3,46,Secondary,Salaried,69700,5790,12370,3950,9630,2840,3800,4450,1190,2700,614000,13220,6860,2990,Retirement,9.8,Yes,None,Medium,61
HH03015,Karnataka,Mangaluru,Urban,3,45,Diploma,Retired,51000,2960,7440,3300,2110,1480,3390,2910,980,1730,0,0,12980,3230,Home,15.1,Yes,Car,Very Low,99
HH03016,West Bengal,Siliguri,Rural,7,36,Graduate,Salaried,32200,6960,8950,3190,4090,980,3150,1320,1000,1560,0,0,540,110,Emergency_Fund,2.1,Yes,Two_Wheeler,Medium,51
HH03017,Uttar Pradesh,Lucknow,Urban,4,30,Postgraduate,Salaried,57700,10570,8780,4010,3030,2160,2930,4120,1020,2670,0,0,8450,2660,Education,18,Yes,Car,Very Low,85
HH03018,Andhra Pradesh,Visakhapatnam,Urban,5,53,Graduate,Government,113900,13290,21890,8200,12450,5490,10010,5270,2540,3580,0,0,15680,6680,Emergency_Fund,5.6,Yes,Car,Low,75
HH03019,Tamil Nadu,Chennai,Semi-Urban,2,53,Secondary,Salaried,17800,2300,2500,2020,1650,1350,1160,1200,790,290,0,0,2890,520,Education,18,Yes,None,Very Low,82
HH03020,Karnataka,Mysuru,Urban,3,47,Graduate,Salaried,125000,7730,21040,7840,11720,9170,12210,7500,3880,3300,766000,10810,18700,8250,None,18,Yes,Car,Low,75
HH03021,Tamil Nadu,Madurai,Rural,6,47,Secondary,Salaried,26500,1400,3480,3310,1140,2040,2200,2310,870,910,0,0,5800,1680,Education,15.9,Yes,Car,Very Low,89
HH03022,Gujarat,Ahmedabad,Urban,6,36,Diploma,Salaried,44800,6060,6550,3470,5580,2820,2670,1610,1690,1680,0,0,8700,3060,None,18,Yes,Car,Very Low,85
HH03023,Maharashtra,Nagpur,Urban,5,25,Postgraduate,Salaried,109900,32150,19970,7620,7200,6370,9150,5200,3840,4850,1224000,19330,-4040,0,Education,0,Yes,Two_Wheeler,High,33
HH03024,Kerala,Kochi,Urban,4,42,Postgraduate,Salaried,86600,25040,16430,5270,10210,2320,7670,4940,1040,2980,0,0,7330,3300,Education,6.9,Yes,None,Low,66
HH03025,Karnataka,Mysuru,Urban,3,27,Secondary,Unemployed,13200,4100,2500,1780,1680,500,880,810,200,440,0,0,160,60,Home,1.5,Yes,Two_Wheeler,Medium,49
HH03026,Telangana,Nizamabad,Semi-Urban,4,46,Graduate,Daily Wage,19800,5810,2500,3020,1730,650,960,810,490,900,102000,2280,420,190,None,5,Yes,Two_Wheeler,Medium,48
HH03027,Karnataka,Mysuru,Urban,2,56,Diploma,Salaried,28200,4390,5790,2560,1380,1450,2310,1580,370,1350,0,0,5840,1520,None,18,Yes,Two_Wheeler,Very Low,84
HH03028,Rajasthan,Udaipur,Urban,3,38,Below Secondary,Salaried,14700,4110,2770,2020,1540,740,960,1260,220,370,166000,4350,-2420,0,Business,0,No,Two_Wheeler,High,19
HH03029,Kerala,Thiruvananthapuram,Rural,4,39,Postgraduate,Unemployed,33900,10060,7160,2350,2040,1710,3070,2730,1380,1180,0,0,1270,510,Education,1.2,Yes,Two_Wheeler,Medium,52
HH03030,Tamil Nadu,Coimbatore,Urban,1,35,Graduate,Government,65100,3760,8740,3840,2130,5190,6250,2760,2890,2660,238000,3990,18140,8320,Emergency_Fund,16.4,Yes,None,Very Low,90
HH03031,Gujarat,Ahmedabad,Semi-Urban,3,44,Secondary,Self-Employed,29300,8260,2500,2520,2020,2220,1750,1360,1070,840,189000,3720,1440,570,Retirement,3.1,Yes,Two_Wheeler,Medium,50
HH03032,Andhra Pradesh,Vijayawada,Urban,2,44,Graduate,Self-Employed,101900,9830,17920,6650,1400,3350,6230,3600,1250,4890,714000,16180,18290,6700,Business,14,Yes,Two_Wheeler,Low,76
HH03033,Karnataka,Mangaluru,Semi-Urban,3,35,Below Secondary,Salaried,23400,5560,3630,1700,2850,1780,1400,810,320,660,0,0,3750,660,Home,18,YES,Two_Wheeler,Low,79
HH03034,Karnataka,Mangaluru,Urban,6,52,Graduate,Salaried,46000,11240,10770,4010,2360,3480,3470,2050,1670,1590,235000,3860,810,120,Retirement,2.2,Yes,Two_Wheeler,Medium,46
HH03035,Odisha,Cuttack,Urban,7,68,Postgraduate,Self-Employed,143700,9290,30180,10490,8780,11110,11680,5880,6000,2260,548000,14550,26380,5940,Business,18,Yes,Two_Wheeler,Low,76
HH03036,West Bengal,Kolkata,Urban,2,55,Graduate,Self-Employed,101400,10490,15750,6130,2730,5730,6520,7580,3650,3320,800000,12360,14990,7200,Retirement,18,Yes,Two_Wheeler,Low,75
HH03037,Kerala,Kochi,Urban,3,43,Graduate,Unemployed,23000,7990,2500,920,2520,1760,1190,1860,740,670,0,0,2080,1140,Vehicle,4.5,No,Car,Medium,63
HH03038,Andhra Pradesh,Visakhapatnam,Urban,6,43,Diploma,Salaried,44400,2980,7730,3410,4590,1580,3190,3280,690,720,334000,7060,7110,1670,None,10.2,Yes,Two_Wheeler,Low,70
HH03039,Telangana,Hyderabad,Urban,3,39,Graduate,Salaried,74100,25290,14520,4520,4700,2100,4630,4190,2450,1660,0,0,6920,2080,Home,18,Yes,None,Low,72
HH03040,Kerala,Thiruvananthapuram,Rural,5,39,Postgraduate,Retired,45600,6200,9970,3280,4750,3080,3820,3000,1930,2130,330000,6960,390,150,Retirement,1.8,Yes,Two_Wheeler_and_Car,Medium,40
HH03041,Tamil Nadu,Chennai,Urban,2,53,Secondary,Retired,37700,3680,7580,2740,2000,2250,3040,3330,750,1400,0,0,9180,1560,Vehicle,18,Yes,Car,Very Low,88
HH03042,Uttar Pradesh,Kanpur,Rural,5,53,Below Secondary,Salaried,51600,17620,10530,4700,5660,2920,3990,2910,1860,1650,192000,3460,-2560,0,Home,0,Yes,Two_Wheeler,High,38
HH03043,Gujarat,Ahmedabad,Urban,3,33,Diploma,Salaried,35800,6910,6320,3420,4360,1660,3530,1600,440,1530,0,0,3400,1480,Retirement,8.2,Yes,Car,Low,71
HH03044,Maharashtra,Pune,Urban,5,47,Graduate,Self-Employed,62800,18930,13360,5440,3660,5010,2850,1990,1930,1870,0,0,6350,1200,None,6.8,Yes,None,Low,67
HH03045,Gujarat,Ahmedabad,Urban,4,54,Secondary,Salaried,66400,16880,13190,4390,6980,3570,3740,3450,2530,1510,566000,13540,-2590,0,Vehicle,0,No,Two_Wheeler,High,31
HH03046,Odisha,Bhubaneswar,Urban,3,41,Graduate,Retired,32900,9180,5910,2490,3270,1230,1540,1130,570,1330,0,0,3800,1380,Home,12.6,No,Car,Low,76
HH03047,Maharashtra,Mumbai,Semi-Urban,4,42,Diploma,Salaried,75200,10620,13530,5130,6020,3690,7470,3510,3050,2340,733000,11870,4130,1840,Business,8.6,Yes,Car,Medium,57
HH03048,Kerala,Thiruvananthapuram,Urban,4,50,Postgraduate,Salaried,144200,22720,27100,10430,10950,8320,7180,12440,3010,2920,962000,18550,12070,2200,Retirement,11.2,No,None,Medium,64
HH03049,Uttar Pradesh,Varanasi,Rural,8,51,Secondary,Self-Employed,39100,11230,7280,4390,5350,1170,2160,2830,610,720,0,0,1720,800,Business,6,Yes,Two_Wheeler,Medium,61
HH03050,Karnataka,Mangaluru,Urban,4,48,Graduate,Government,86800,19080,15000,5750,3900,3960,4100,4590,1340,3790,0,0,18890,4420,Vehicle,16.2,Yes,None,Very Low,87
HH03051,Uttar Pradesh,Noida,Urban,2,46,Postgraduate,Unemployed,21800,4210,2500,1290,1230,950,1340,900,480,760,238000,4670,2430,1180,Emergency_Fund,17.9,Yes,None,Medium,61
HH03052,Andhra Pradesh,Tirupati,Urban,4,47,Graduate,Self-Employed,61700,11620,9560,5040,7840,3510,5320,3200,2120,2650,0,0,9030,2070,Business,18,Yes,Two_Wheeler_and_Car,Low,77
HH03053,Kerala,Kozhikode,Semi-Urban,3,42,Secondary,Salaried,77300,18930,13150,4420,10200,4490,3750,6880,1130,1700,0,0,9760,4510,Retirement,4.7,Yes,Two_Wheeler_and_Car,Low,67
HH03054,Gujarat,Surat,Urban,6,34,Postgraduate,Government,55300,15290,12330,4710,6150,2610,5430,4890,1060,1910,252000,3790,-2080,0,Business,0,Yes,Two_Wheeler,High,39
HH03055,Kerala,Thiruvananthapuram,Rural,6,30,Diploma,Salaried,60000,16090,14860,4800,4810,4110,4240,3340,2600,920,533000,13270,-4420,0,Retirement,0,Yes,Two_Wheeler,High,28
HH03056,Maharashtra,Pune,Urban,2,49,Graduate,Salaried,52300,18000,7890,3250,2430,3320,3860,4010,1070,2070,0,0,4370,1040,Education,18,Yes,Car,Low,71
HH03057,Kerala,Kozhikode,Urban,4,45,Below Secondary,Salaried,27600,7460,4310,3510,2920,2130,1590,1060,1050,950,119000,3170,-320,0,Retirement,0,Yes,Two_Wheeler,High,38
HH03058,Telangana,Warangal,Semi-Urban,5,48,Diploma,Salaried,77200,16360,14560,5810,9010,4910,3880,4980,1420,3430,480000,10420,1230,630,Emergency_Fund,1,Yes,Two_Wheeler_and_Car,Medium,41
HH03059,Telangana,Nizamabad,Urban,3,37,Graduate,Salaried,92500,12960,15720,6390,6580,6850,6080,3980,1740,3570,0,0,19820,3760,Education,18,Yes,Car,Very Low,88
HH03060,Karnataka,Mangaluru,Semi-Urban,5,45,Graduate,Daily Wage,22400,6350,6960,1930,1920,950,1010,730,960,1080,0,0,340,70,Business,0.8,Yes,Car,Medium,48
HH03061,Kerala,Thiruvananthapuram,Urban,4,45,Postgraduate,Salaried,69800,18390,12440,5390,3910,5310,4060,4690,1560,1370,672000,8640,3360,1580,Retirement,9,Yes,Car,Medium,57
HH03062,Maharashtra,Mumbai,Semi-Urban,4,56,Graduate,Self-Employed,55000,9940,8150,4760,3190,4190,5080,3020,1570,1360,487000,12560,640,120,Education,1.6,Yes,None,High,35
HH03063,Karnataka,Bengaluru,Urban,4,52,Secondary,Salaried,56900,3860,10710,4300,6700,2620,4620,4430,1580,1520,302000,8020,6510,1220,Business,5.2,Yes,Two_Wheeler,Medium,58
HH03064,Uttar Pradesh,Kanpur,Rural,4,37,Graduate,Self-Employed,39100,9350,7090,2960,2560,2250,3630,2150,1520,1500,367000,6700,-320,0,Business,0,Yes,Two_Wheeler,High,34
HH03065,Tamil Nadu,Madurai,Urban,5,49,Secondary,Self-Employed,125600,7240,23810,7780,12810,9600,8890,3780,5020,4790,540000,14390,15200,5120,Home,8.6,Yes,None,Low,69
HH03066,Maharashtra,Pune,Semi-Urban,4,37,Secondary,Salaried,24500,4590,3960,2390,1810,1620,1260,1180,520,1070,0,0,4620,2140,Emergency_Fund,18,Yes,Two_Wheeler,Very Low,83
HH03067,Tamil Nadu,Chennai,Urban,5,25,Diploma,Retired,18300,2680,6580,2190,1620,1130,1710,1470,360,720,57000,1550,-1420,0,Education,0,Yes,Car,High,36
HH03068,Telangana,Nizamabad,Semi-Urban,4,60,Below Secondary,Self-Employed,34500,4830,5380,2630,3450,3450,3390,2300,870,990,0,0,5700,1230,Emergency_Fund,8.6,Yes,Car,Low,78
HH03069,Gujarat,Ahmedabad,Rural,5,41,Secondary,Unemployed,10000,3000,2500,2070,1190,500,790,510,200,200,0,0,-610,0,Education,0,Yes,Car,Medium,42
HH03070,Maharashtra,Pune,Rural,3,53,Below Secondary,Unemployed,10000,3000,2500,1430,710,1100,800,500,430,320,58000,1260,-1020,0,Vehicle,0,Yes,Two_Wheeler,High,32
HH03071,Andhra Pradesh,Visakhapatnam,Urban,4,38,Secondary,Salaried,37500,5250,5940,2900,2090,960,3700,2550,630,800,335000,5900,5170,1780,Emergency_Fund,11.8,Yes,Two_Wheeler,Low,67
HH03072,Odisha,Bhubaneswar,Urban,4,37,Graduate,Retired,43700,5330,5880,3250,3490,3340,4010,1910,650,950,192000,4170,8590,2400,Business,18,Yes,Car,Low,78
HH03073,Rajasthan,Jodhpur,Semi-Urban,3,39,Diploma,Government,47200,12170,7550,2520,5410,2480,3240,3530,1760,2350,261000,6190,0,0,Retirement,0,Yes,Two_Wheeler,High,37
HH03074,Gujarat,Vadodara,Urban,2,46,Postgraduate,Self-Employed,90900,26920,16420,5440,980,7070,7040,2930,3770,4200,0,0,9600,3760,None,18,Yes,Two_Wheeler,Low,75
HH03075,Uttar Pradesh,Lucknow,Semi-Urban,4,46,Postgraduate,Daily Wage,24100,8300,2500,1730,1060,770,1110,2030,520,420,0,0,3440,790,None,18,Yes,Car,Very Low,80
HH03076,Uttar Pradesh,Lucknow,Urban,1,48,Postgraduate,Salaried,63100,6000,6880,3550,2140,4670,3760,1910,2480,2690,583000,12730,11230,3860,None,13.7,Yes,None,Low,71
HH03077,Tamil Nadu,Coimbatore,Urban,4,40,Secondary,Self-Employed,72000,4260,13930,5130,10000,4330,3690,4190,3090,2830,0,0,14500,3370,Retirement,18,Yes,Two_Wheeler_and_Car,Very Low,86
HH03078,Kerala,Kozhikode,Urban,4,44,Diploma,Salaried,19500,1870,3170,1170,1290,1500,1160,1420,400,420,94000,1520,3140,1470,None,6.3,Yes,None,Low,74
HH03079,Kerala,Thiruvananthapuram,Semi-Urban,5,36,Graduate,Retired,43600,7330,7710,3520,4900,1110,3360,3120,1070,1530,0,0,7270,2880,Business,5.4,Yes,Car,Low,74
HH03080,Karnataka,Mangaluru,Urban,8,57,Graduate,Retired,15500,4750,5120,3040,2170,1600,960,790,380,410,132000,2950,-4930,0,Retirement,0,Yes,Two_Wheeler,High,18
HH03081,Karnataka,Mysuru,Urban,6,32,Secondary,Salaried,51100,14370,9490,3560,4210,3310,3620,3220,2170,890,324000,5330,640,320,Home,1.9,Yes,None,Medium,43
HH03082,Andhra Pradesh,Guntur,Semi-Urban,7,37,Secondary,Self-Employed,57500,6920,9960,4620,4030,3660,5000,3430,1300,960,0,0,12690,5650,Emergency_Fund,18,Yes,Car,Very Low,88
HH03083,West Bengal,Kolkata,Urban,7,40,Graduate,Salaried,76800,10330,17640,5320,7220,5920,6190,6280,810,1580,0,0,11400,2790,Education,14.5,Yes,Two_Wheeler,Low,79
HH03084,Gujarat,Vadodara,Rural,2,66,Graduate,Retired,22400,1510,3360,2180,1350,2380,1330,730,340,530,0,0,4390,770,Business,18,Yes,None,Very Low,91
HH03085,Gujarat,Vadodara,Urban,3,51,Diploma,Salaried,65600,21830,10720,4050,4460,3600,4680,4960,1030,2100,0,0,6600,1600,Emergency_Fund,18,Yes,Two_Wheeler,Low,72
HH03086,Karnataka,Bengaluru,Urban,3,36,Secondary,Salaried,32400,5050,2500,2200,3720,2030,1520,1720,920,700,219000,4730,4380,1390,Education,7.4,Yes,Two_Wheeler,Low,67
HH03087,Telangana,Nizamabad,Urban,2,51,Graduate,Government,140300,22550,20110,8650,1280,7030,12290,10050,2130,2700,1469000,31680,17850,6780,Education,18,Yes,Two_Wheeler,Medium,61
HH03088,Maharashtra,Nagpur,Urban,6,49,Graduate,Government,107700,22370,21460,7300,8530,4460,9210,9010,1130,5320,0,0,14110,5130,None,18,Yes,Car,Low,76
HH03089,Delhi,New Delhi,Semi-Urban,6,46,Graduate,Salaried,34500,4200,5370,4310,1870,1780,2510,3040,1320,1310,144000,3560,2770,530,Vehicle,4.7,Yes,Two_Wheeler,Medium,58
HH03090,Uttar Pradesh,Noida,Urban,4,50,Graduate,Self-Employed,137600,19520,25930,8840,13220,7900,9470,6250,3220,6130,0,0,18270,2810,Home,18,Yes,Car,Very Low,81
HH03091,Uttar Pradesh,Varanasi,Urban,6,45,Graduate,Daily Wage,41000,3130,8190,3990,1900,2890,3670,1260,1810,1640,279000,6750,4730,830,Vehicle,18,Yes,Two_Wheeler,Medium,64
HH03092,Uttar Pradesh,Noida,Urban,5,46,Diploma,Salaried,33700,9820,6040,3350,3540,1440,3300,1070,1020,1420,146000,1920,430,240,Retirement,1.7,Yes,Two_Wheeler,Medium,46
HH03093,Rajasthan,Jaipur,Semi-Urban,4,30,Diploma,Salaried,83400,18470,16310,6240,10710,4160,4490,5470,1780,2990,317000,6960,4420,1160,Home,7.8,Yes,None,Medium,58
HH03094,Odisha,Cuttack,Semi-Urban,2,57,Below Secondary,Self-Employed,80300,11950,11490,3370,2140,3590,6170,4530,1720,2580,835000,21650,6370,3320,Education,4.6,YES,Two_Wheeler,Medium,47
HH03095,Maharashtra,Mumbai,Urban,7,40,Diploma,Government,55900,16920,12540,5170,4820,3260,3850,4300,2510,2450,185000,3720,-2660,0,Vehicle,0,Yes,Two_Wheeler,High,39
HH03096,Andhra Pradesh,Guntur,Urban,5,33,Postgraduate,Self-Employed,96800,15970,18390,6170,7800,5480,4430,7930,3870,4760,343000,5530,13530,5730,Education,18,No,None,Low,73
HH03097,Andhra Pradesh,Vijayawada,Urban,3,39,Graduate,Self-Employed,70600,23490,12980,4040,7960,4030,4530,2860,1270,1220,333000,8360,-70,0,Business,0,Yes,Car,High,38
HH03098,Tamil Nadu,Coimbatore,Semi-Urban,2,40,Graduate,Government,78400,20110,12730,4740,880,2560,7080,2810,2990,3280,901000,14990,3140,770,Business,9.1,Yes,Two_Wheeler,Medium,54
HH03099,Karnataka,Mangaluru,Urban,5,37,Secondary,Salaried,74500,14140,15100,5310,5720,4140,7380,5820,2630,1630,345000,6500,4490,870,Home,8.6,Yes,Two_Wheeler,Medium,60
HH03100,Telangana,Warangal,Urban,5,51,Graduate,Salaried,106300,36560,19430,6220,11510,7250,5580,8420,3330,2470,826000,11460,-4520,0,Home,0,Yes,Two_Wheeler_and_Car,High,36
HH03101,Odisha,Cuttack,Semi-Urban,4,53,Secondary,Self-Employed,18500,4230,2500,1420,860,980,980,940,480,300,101000,2040,2200,670,None,5.7,Yes,None,Medium,64
HH03102,Telangana,Hyderabad,Urban,8,26,Diploma,Salaried,45200,15720,10080,3780,4430,1640,3440,2010,940,2000,144000,3710,-1300,0,None,0,Yes,Two_Wheeler,High,39
HH03103,Odisha,Bhubaneswar,Semi-Urban,4,39,Graduate,Unemployed,27500,3680,5830,2090,2470,1800,1510,870,610,1370,135000,2730,3190,500,Home,9.2,Yes,Two_Wheeler,Low,68
HH03104,Gujarat,Ahmedabad,Urban,7,40,Below Secondary,Unemployed,10000,3000,2710,2550,440,720,950,620,200,200,0,0,-650,0,Business,0,Yes,Two_Wheeler_and_Car,Medium,42
HH03105,Kerala,Kochi,Rural,5,42,Diploma,Salaried,47700,3430,10230,3680,6020,3260,2550,3240,1800,1730,0,0,6610,1720,Business,18,Yes,Two_Wheeler_and_Car,Very Low,80
HH03106,West Bengal,Kolkata,Urban,5,59,Secondary,Salaried,32800,5810,4970,3200,2740,2360,3120,2150,880,1190,0,0,5320,1750,Education,18,Yes,Car,Low,79
HH03107,Tamil Nadu,Coimbatore,Urban,6,37,Secondary,Salaried,70400,21420,12230,4980,8590,3420,3490,4020,1790,1560,424000,7610,1040,450,Education,2.3,Yes,Car,Medium,44
HH03108,Kerala,Kochi,Urban,6,58,Diploma,Self-Employed,63300,9130,12070,5660,5280,4190,3390,2250,890,1120,560000,10690,5380,2920,Retirement,7.4,Yes,None,Medium,58
HH03109,Telangana,Nizamabad,Urban,3,43,Graduate,Unemployed,28200,7090,3710,2070,2050,1360,2370,1750,1050,1100,0,0,4000,1340,Education,7.4,Yes,Two_Wheeler,Low,74
HH03110,Uttar Pradesh,Lucknow,Semi-Urban,6,58,Secondary,Salaried,50500,11840,8790,4730,4340,2110,4280,2610,1570,2480,0,0,4170,1800,Business,8.3,Yes,Two_Wheeler,Low,70
HH03111,Karnataka,Mangaluru,Urban,4,41,Below Secondary,Salaried,21100,7060,3440,2190,1510,910,2050,1530,880,400,0,0,940,490,Business,4.7,No,Two_Wheeler,Medium,57
HH03112,Karnataka,Mangaluru,Urban,1,40,Diploma,Self-Employed,169900,42140,22210,9210,1690,11750,15600,15150,3990,3950,752000,17550,16240,5460,Emergency_Fund,18,Yes,None,Low,67
HH03113,West Bengal,Siliguri,Semi-Urban,5,44,Secondary,Self-Employed,23900,3220,3710,3650,2290,930,2280,1580,970,930,0,0,3440,1000,Education,14.6,Yes,Two_Wheeler,Low,77
HH03114,West Bengal,Siliguri,Urban,4,56,Graduate,Government,238200,22280,40950,14720,10650,16850,12940,14340,3500,8440,0,0,71750,21840,Home,18,Yes,Two_Wheeler,Very Low,97
HH03115,Maharashtra,Nagpur,Semi-Urban,4,45,Graduate,Government,21000,1050,2500,2050,870,1500,1690,1010,550,1050,88000,1540,3480,910,Education,18,Yes,None,Very Low,83
HH03116,Kerala,Kozhikode,Semi-Urban,4,46,Graduate,Daily Wage,31700,2190,3800,3200,2800,2000,1710,1240,350,820,159000,3960,4820,1200,Retirement,7.2,Yes,Car,Low,73
HH03117,Telangana,Warangal,Urban,2,50,Graduate,Self-Employed,36200,10730,4110,2480,690,2040,2150,1470,1260,870,401000,6740,2360,730,None,5.1,No,Car,Medium,50
HH03118,West Bengal,Siliguri,Semi-Urban,3,36,Graduate,Salaried,118200,27300,20390,7110,15250,6620,10870,4420,2680,3020,782000,9440,8680,4360,Education,16,Yes,Two_Wheeler,Medium,64
HH03119,Karnataka,Mysuru,Rural,5,47,Diploma,Government,27100,3150,4730,2390,1830,1230,1390,1850,800,820,186000,3080,4410,810,Emergency_Fund,18,Yes,Two_Wheeler_and_Car,Low,73
HH03120,Karnataka,Mysuru,Semi-Urban,3,38,Graduate,Self-Employed,34500,5760,5890,2640,3260,1860,2050,2870,770,880,0,0,4760,810,Retirement,18,Yes,Two_Wheeler,Very Low,80
HH03121,Telangana,Warangal,Urban,5,57,Diploma,Salaried,58900,7320,10880,4650,7780,3130,5840,2630,1580,1730,652000,8140,4360,1170,Emergency_Fund,5.5,Yes,None,Medium,54
HH03122,Tamil Nadu,Chennai,Urban,4,48,Graduate,Retired,86100,29380,16280,5840,4240,5360,8390,4220,1510,3400,0,0,4500,1860,Vehicle,6.3,Yes,Car,Medium,62
HH03123,Tamil Nadu,Madurai,Rural,3,50,Graduate,Government,90900,19260,15840,6040,6520,4820,7260,7120,2000,1430,380000,7110,10780,2190,Retirement,18,Yes,None,Low,69
HH03124,Maharashtra,Nagpur,Semi-Urban,3,26,Graduate,Salaried,48900,14170,8910,3430,2810,3100,2570,4030,1650,1780,183000,3050,1560,380,Education,5.7,Yes,Car,Medium,55
HH03125,Telangana,Nizamabad,Urban,4,50,Diploma,Unemployed,15800,4260,2530,1220,1620,1080,730,960,320,470,151000,3010,-190,0,Home,0,Yes,Car,High,33
HH03126,Telangana,Hyderabad,Urban,6,42,Postgraduate,Government,106100,32110,21380,7540,14700,6270,6840,6250,4460,3520,0,0,1560,710,Emergency_Fund,3.1,Yes,Two_Wheeler,Medium,52
HH03127,Delhi,New Delhi,Semi-Urban,7,31,Graduate,Unemployed,16800,3240,2500,2310,1770,560,1660,630,580,720,0,0,2310,430,Home,7.6,Yes,Two_Wheeler,Low,73
HH03128,Telangana,Nizamabad,Semi-Urban,4,45,Graduate,Government,61700,20200,9930,3560,7930,3350,2880,4880,1070,2280,642000,12630,-4430,0,Home,0,Yes,Two_Wheeler,High,29
HH03129,West Bengal,Siliguri,Rural,1,30,Graduate,Government,47000,8920,7780,2710,2710,3040,3690,2170,2070,1870,0,0,6150,1790,Vehicle,18,Yes,Two_Wheeler,Very Low,81
HH03130,Uttar Pradesh,Lucknow,Rural,4,49,Graduate,Salaried,61800,13730,10170,4120,6350,3390,4670,3950,2710,3090,0,0,4400,1670,Retirement,3.2,Yes,Two_Wheeler,Medium,62
HH03131,Maharashtra,Nagpur,Urban,4,57,Postgraduate,Salaried,94000,27630,16350,5730,6910,3080,5790,7050,2300,4110,0,0,10670,1780,Emergency_Fund,14.3,Yes,Two_Wheeler_and_Car,Low,74
HH03132,Uttar Pradesh,Varanasi,Semi-Urban,4,28,Graduate,Government,123200,41170,22820,7100,13760,5620,9220,9550,2310,5830,453000,6840,-650,0,Emergency_Fund,0,Yes,Car,Medium,41
HH03133,Andhra Pradesh,Madanapalle,Urban,4,44,Diploma,Daily Wage,24100,3400,4640,2450,1220,1560,1880,1420,790,670,0,0,4870,840,Home,18,Yes,None,Very Low,84
HH03134,Andhra Pradesh,Tirupati,Urban,5,43,Graduate,Retired,31800,2690,6050,2650,1350,970,2910,1360,990,930,352000,7650,2140,920,Home,4.9,Yes,Car,Medium,49
HH03135,Gujarat,Ahmedabad,Urban,3,26,Diploma,Salaried,55400,13800,8820,3310,5990,3170,3150,2490,2370,900,394000,7930,2430,1050,Home,10,Yes,None,Medium,57
HH03136,Gujarat,Ahmedabad,Rural,6,52,Graduate,Government,45700,11310,10440,4190,5980,1710,3920,1910,1110,1190,487000,11340,-3470,0,Business,0,Yes,Two_Wheeler,High,26
HH03137,Rajasthan,Jodhpur,Urban,4,50,,Salaried,114500,21390,19380,7170,12730,7320,9370,6990,4080,3490,997000,12500,6280,2780,Emergency_Fund,10.5,Yes,Car,Medium,61
