Household_ID,State,City,City_Type,Household_Size,Age_of_Household_Head,Education_Level,Employment_Status,Monthly_Income_INR,Rent_EMI_INR,Food_Expense_INR,Utilities_INR,Education_Expense_INR,Healthcare_Expense_INR,Transport_Expense_INR,Shopping_Expense_INR,Entertainment_Expense_INR,Other_Expenses_INR,Loan_Amount_INR,Monthly_Loan_Payment_INR,Savings_INR,Investment_INR,Financial_Goal,Emergency_Fund_Months,Internet_Access,Vehicle_Ownership,Financial_Stress_Level,Financial_Health_Score,Total_Expenses_INR,Savings_Rate,Loan_Burden_Ratio,Expense_Ratio,Income_Per_Person,Expense_Per_Person,Overspending_Flag,Low_Savings_Flag,High_Loan_Burden_Flag,High_Stress_Flag,Financial_Vulnerability_Score,Financial_Vulnerability_Category
HH01108,Tamil Nadu,Madurai,Rural,7,51,Graduate,Retired,32700.0,5060,7760.0,3450,3210,1210.0,2770,1800,1430,860,107000,2790,1570.0,450,Retirement,6.1,Yes,Car,Medium,55,27550.0,4.801223241590214,8.53211009174312,84.25076452599389,4671.428571428572,3935.714285714286,0,1,0,0,1,Moderate Risk
HH01109,Odisha,Cuttack,Urban,2,40,Postgraduate,Salaried,45900.0,4160,5780.0,3120,70,3100.0,3000,2460,490,820,502000,13700,5530.0,1730,Emergency_Fund,18.0,Yes,Car,Medium,59,23000.0,12.047930283224401,29.847494553376908,50.108932461873636,22950.0,11500.0,0,0,1,0,1,Moderate Risk
HH01110,Telangana,Hyderabad,Urban,3,38,Postgraduate,Salaried,53200.0,16980,9940.0,4160,4770,1780.0,3570,4020,1330,2350,312000,6260,-1580.0,0,Education,0.0,Yes,Car,High,36,48900.0,-2.9699248120300754,11.766917293233083,91.9172932330827,17733.333333333332,16300.0,0,1,0,1,2,High Risk
HH01111,Telangana,Nizamabad,Semi-Urban,5,49,Graduate,Government,58600.0,4900,12100.0,4370,5240,4150.0,5130,3590,960,2290,198000,3170,6970.0,1260,Unknown,18.0,Yes,Car,Low,75,42730.0,11.89419795221843,5.409556313993174,72.91808873720137,11720.0,8546.0,0,0,0,0,0,Low Risk
HH01112,Maharashtra,Nagpur,Urban,5,46,Graduate,Salaried,55600.0,7140,12750.0,4190,2630,1520.0,3320,2580,2080,2370,560000,13680,1920.0,340,Retirement,3.8,Yes,Unknown,Medium,41,38580.0,3.4532374100719423,24.60431654676259,69.3884892086331,11120.0,7716.0,0,1,1,0,2,High Risk
HH01113,Kerala,Kochi,Rural,4,47,Graduate,Salaried,68400.0,13700,13930.0,5160,4890,2800.0,5790,5420,1200,1070,751000,17030,-1680.0,0,Unknown,0.0,Yes,Car,High,29,53960.0,-2.456140350877193,24.897660818713447,78.88888888888889,17100.0,13490.0,0,1,1,1,3,Very High Risk
HH01114,Uttar Pradesh,Varanasi,Rural,1,43,Secondary,Salaried,28900.0,9150,4500.0,1770,920,1790.0,1890,1340,760,800,342000,6240,-200.0,0,Retirement,0.0,Yes,Two_Wheeler,High,32,22920.0,-0.6920415224913495,21.591695501730104,79.30795847750865,28900.0,22920.0,0,1,1,1,3,Very High Risk
HH01115,Odisha,Bhubaneswar,Semi-Urban,4,51,Below Secondary,Self-Employed,55800.0,18320,14070.0,3680,5940,1790.0,4350,2570,1740,900,0,0,1610.0,850,Retirement,3.5,Yes,Two_Wheeler,Medium,54,53360.0,2.8853046594982077,0.0,95.62724014336918,13950.0,13340.0,0,1,0,0,1,Moderate Risk
HH01116,Andhra Pradesh,Vijayawada,Urban,1,50,Diploma,Self-Employed,52300.0,13860,8750.0,3130,2640,3950.0,5000,2170,2320,2180,0,0,6280.0,1070,Home,4.8,Yes,Car,Low,67,44000.0,12.007648183556405,0.0,84.13001912045888,52300.0,44000.0,0,0,0,0,0,Low Risk
HH01117,Telangana,Nizamabad,Semi-Urban,3,25,Graduate,Retired,36000.0,6950,7890.0,2250,1500,1890.0,3500,3130,1490,830,0,0,4810.0,2600,Education,18.0,Yes,Two_Wheeler,Low,77,29430.0,13.361111111111112,0.0,81.75,12000.0,9810.0,0,0,0,0,0,Low Risk
HH01118,Gujarat,Ahmedabad,Rural,5,42,Graduate,Government,73900.0,14960,13350.0,5280,10200,3560.0,6000,4970,1910,1260,227000,5460,4180.0,1740,Home,3.3,Yes,Car,Medium,54,61490.0,5.656292286874154,7.388362652232747,83.20703653585927,14780.0,12298.0,0,1,0,0,1,Moderate Risk
HH01119,Karnataka,Bengaluru,Urban,2,53,Secondary,Salaried,48300.0,14300,6890.0,3640,2650,3000.0,2900,1640,1470,1290,288000,5900,2680.0,1300,Business,8.7,Yes,Two_Wheeler,Medium,59,37780.0,5.548654244306419,12.215320910973086,78.21946169772256,24150.0,18890.0,0,1,0,0,1,Moderate Risk
HH01120,Uttar Pradesh,Varanasi,Rural,5,35,Graduate,Self-Employed,40300.0,4540,7770.0,2860,3280,2960.0,2810,3130,520,810,0,0,8320.0,3070,Emergency_Fund,18.0,Yes,Car,Very Low,86,28680.0,20.64516129032258,0.0,71.16625310173697,8060.0,5736.0,0,0,0,0,0,Low Risk
HH01121,West Bengal,Kolkata,Urban,5,29,Graduate,Self-Employed,68700.0,3860,11550.0,5010,6870,2660.0,3720,4320,780,1770,408000,8920,9930.0,5170,Vehicle,18.0,Yes,Two_Wheeler,Low,75,40540.0,14.45414847161572,12.983988355167394,59.01018922852984,13740.0,8108.0,0,0,0,0,0,Low Risk
HH01122,Andhra Pradesh,Visakhapatnam,Rural,4,43,Graduate,Salaried,70800.0,4830,12660.0,5190,9640,3510.0,5560,3260,980,1590,0,0,13390.0,7020,Home,18.0,Yes,Two_Wheeler,Very Low,88,47220.0,18.912429378531073,0.0,66.69491525423729,17700.0,11805.0,0,0,0,0,0,Low Risk
HH01123,Rajasthan,Jodhpur,Semi-Urban,4,49,Secondary,Daily Wage,27600.0,8260,4850.0,2490,2090,940.0,1910,1500,1000,710,0,0,1780.0,800,Retirement,2.1,Yes,Unknown,Medium,59,23750.0,6.44927536231884,0.0,86.05072463768117,6900.0,5937.5,0,1,0,0,1,Moderate Risk
HH01124,Telangana,Hyderabad,Urban,6,40,Graduate,Self-Employed,25400.0,8230,6770.0,3590,1990,1910.0,1850,2160,1040,850,206000,3260,-4450.0,0,Home,0.0,Yes,Car,High,29,28390.0,-17.519685039370078,12.834645669291339,111.7716535433071,4233.333333333333,4731.666666666667,1,1,0,1,3,Very High Risk
HH01125,Maharashtra,Nagpur,Urban,4,56,Postgraduate,Government,58400.0,15780,12150.0,4240,5530,5240.0,5090,3370,1850,1500,388000,8410,-3570.0,0,Retirement,0.0,Yes,Two_Wheeler,High,33,54750.0,-6.113013698630136,14.400684931506849,93.75,14600.0,13687.5,0,1,0,1,2,High Risk
HH01126,Delhi,New Delhi,Urban,6,61,Diploma,Salaried,41100.0,2670,8480.0,3960,2540,2930.0,3700,3130,980,770,365000,7130,4020.0,1600,Retirement,6.7,Yes,Car,Medium,56,29160.0,9.781021897810218,17.347931873479318,70.94890510948905,6850.0,4860.0,0,1,0,0,1,Moderate Risk
HH01127,Maharashtra,Mumbai,Urban,4,27,Graduate,Salaried,87600.0,23500,15030.0,6510,4560,5400.0,4530,5970,2240,1370,1015000,23770,-2800.0,0,Business,0.0,Yes,Two_Wheeler_and_Car,High,27,69110.0,-3.1963470319634704,27.134703196347033,78.89269406392694,21900.0,17277.5,0,1,1,1,3,Very High Risk
HH01128,West Bengal,Siliguri,Rural,4,41,Below Secondary,Self-Employed,12300.0,3000,4880.0,1940,1120,790.0,1010,770,540,220,0,0,-950.0,0,Home,0.0,Yes,Two_Wheeler,Medium,41,14270.0,-7.723577235772358,0.0,116.01626016260163,3075.0,3567.5,1,1,0,0,2,High Risk
HH01129,West Bengal,Kolkata,Urban,7,25,Graduate,Government,82600.0,26750,15400.0,6290,11210,3670.0,5710,5150,2460,1400,0,0,2430.0,390,Retirement,6.8,Yes,Car,Medium,60,78040.0,2.9418886198547214,0.0,94.47941888619854,11800.0,11148.57142857143,0,1,0,0,1,Moderate Risk
HH01130,Odisha,Cuttack,Rural,2,50,Postgraduate,Salaried,71500.0,11770,8655.0,4220,350,5340.0,5090,4980,2400,1250,0,0,15010.0,5470,Home,18.0,Yes,Two_Wheeler,Very Low,92,44055.0,20.993006993006993,0.0,61.61538461538461,35750.0,22027.5,0,0,0,0,0,Low Risk
HH01131,Odisha,Cuttack,Urban,3,38,Below Secondary,Unemployed,17900.0,3000,3690.0,1660,1410,940.0,1440,1520,380,870,0,0,2340.0,510,Retirement,17.1,Yes,Two_Wheeler,Low,76,14910.0,13.072625698324023,0.0,83.29608938547486,5966.666666666667,4970.0,0,0,0,0,0,Low Risk
HH01132,Maharashtra,Nagpur,Semi-Urban,6,40,Graduate,Retired,34200.0,11630,6800.0,3550,1670,2440.0,3340,1390,450,520,209000,4750,-1090.0,0,Emergency_Fund,0.0,Yes,Two_Wheeler,High,35,31790.0,-3.1871345029239766,13.88888888888889,92.953216374269,5700.0,5298.333333333333,0,1,0,1,2,High Risk
HH01133,Andhra Pradesh,Vijayawada,Rural,4,54,Secondary,Self-Employed,17500.0,1170,2650.0,1580,1690,1350.0,1740,750,720,700,0,0,3780.0,1720,Emergency_Fund,18.0,Yes,Car,Very Low,87,12350.0,21.6,0.0,70.57142857142857,4375.0,3087.5,0,0,0,0,0,Low Risk
HH01134,Gujarat,Surat,Semi-Urban,3,32,Graduate,Government,52500.0,6150,5970.0,4300,4730,3370.0,3450,2310,1330,1660,308000,7300,8140.0,3680,Home,8.9,Yes,Two_Wheeler,Low,70,33270.0,15.504761904761905,13.904761904761905,63.37142857142857,17500.0,11090.0,0,0,0,0,0,Low Risk
HH01135,Odisha,Cuttack,Rural,8,30,Graduate,Self-Employed,100400.0,5780,21370.0,8670,8140,4500.0,8720,6470,1370,1700,1151000,17950,8500.0,1310,Home,6.5,Yes,Two_Wheeler,Medium,57,66720.0,8.46613545816733,17.878486055776893,66.45418326693228,12550.0,8340.0,0,1,0,0,1,Moderate Risk
HH01136,Karnataka,Bengaluru,Rural,2,25,Unknown,Salaried,30300.0,10270,6880.0,2170,1550,1770.0,1400,2470,540,1130,307000,6500,-3350.0,0,Unknown,0.0,Yes,Two_Wheeler,High,27,28180.0,-11.056105610561056,21.45214521452145,93.003300330033,15150.0,14090.0,0,1,1,1,3,Very High Risk
HH01137,Maharashtra,Nagpur,Semi-Urban,4,55,Postgraduate,Salaried,177100.0,29630,33480.0,9890,11140,14080.0,14160,12320,1910,2750,0,0,22210.0,5560,Education,18.0,Yes,Two_Wheeler,Very Low,81,129360.0,12.54093732354602,0.0,73.04347826086956,44275.0,32340.0,0,0,0,0,0,Low Risk
HH01138,Maharashtra,Nagpur,Semi-Urban,5,53,Graduate,Daily Wage,45300.0,10090,9790.0,4130,5500,2940.0,3300,2440,520,1220,0,0,3080.0,1160,Education,4.9,Yes,Two_Wheeler,Medium,62,39930.0,6.799116997792494,0.0,88.1456953642384,9060.0,7986.0,0,1,0,0,1,Moderate Risk
HH01139,Andhra Pradesh,Guntur,Urban,5,41,Below Secondary,Self-Employed,41500.0,9070,6660.0,3590,4940,1740.0,3610,1330,880,800,0,0,5890.0,1660,Education,13.0,Yes,Two_Wheeler,Low,79,32620.0,14.19277108433735,0.0,78.60240963855422,8300.0,6524.0,0,0,0,0,0,Low Risk
HH01140,West Bengal,Kolkata,Urban,4,33,Graduate,Retired,48300.0,12450,8100.0,3990,2350,3070.0,3700,2990,1560,1790,0,0,5640.0,2970,Retirement,18.0,No,Two_Wheeler,Low,75,40000.0,11.677018633540373,0.0,82.81573498964804,12075.0,10000.0,0,0,0,0,0,Low Risk
HH01141,Tamil Nadu,Madurai,Urban,1,52,Secondary,Salaried,60900.0,11080,8040.0,3580,2330,4280.0,4690,3710,610,1930,0,0,14040.0,7080,Retirement,18.0,Yes,Unknown,Very Low,90,40250.0,23.054187192118228,0.0,66.0919540229885,60900.0,40250.0,0,0,0,0,0,Low Risk
HH01142,Gujarat,Vadodara,Semi-Urban,6,69,Postgraduate,Salaried,47100.0,2750,8500.0,4570,2930,5350.0,4110,2630,1170,1370,0,0,8820.0,1510,Emergency_Fund,14.6,Yes,Two_Wheeler,Very Low,85,33380.0,18.726114649681527,0.0,70.87048832271762,7850.0,5563.333333333333,0,0,0,0,0,Low Risk
HH01143,Rajasthan,Jaipur,Semi-Urban,5,42,Secondary,Salaried,34200.0,1960,5680.0,2770,3100,2010.0,1550,2370,940,580,0,0,9130.0,3410,Retirement,18.0,No,Two_Wheeler,Very Low,95,20960.0,26.69590643274854,0.0,61.28654970760235,6840.0,4192.0,0,0,0,0,0,Low Risk
HH01144,Rajasthan,Udaipur,Semi-Urban,3,33,Graduate,Salaried,141700.0,28970,23370.0,8750,10780,5950.0,12200,5220,5910,5040,1225000,26220,7090.0,2850,Vehicle,10.8,Yes,Two_Wheeler,Medium,55,106190.0,5.003528581510233,18.503881439661257,74.94001411432603,47233.333333333336,35396.666666666664,0,1,0,0,1,Moderate Risk
HH01145,Maharashtra,Mumbai,Rural,3,55,Graduate,Government,103000.0,16070,14880.0,6580,10240,6450.0,7900,7480,1830,3110,427000,7900,10610.0,2930,Home,15.8,Yes,Two_Wheeler,Low,72,74540.0,10.300970873786408,7.669902912621359,72.36893203883496,34333.333333333336,24846.666666666668,0,0,0,0,0,Low Risk
HH01146,Tamil Nadu,Coimbatore,Urban,4,34,Graduate,Salaried,55200.0,18560,11600.0,4240,5190,2410.0,2960,2590,1110,2750,0,0,2820.0,810,Retirement,8.1,Yes,Car,Medium,63,51410.0,5.108695652173913,0.0,93.1340579710145,13800.0,12852.5,0,1,0,0,1,Moderate Risk
HH01147,Gujarat,Ahmedabad,Rural,2,41,Graduate,Daily Wage,17900.0,4490,2550.0,1880,2670,940.0,1040,1190,620,380,0,0,1430.0,580,Unknown,7.6,Yes,Two_Wheeler_and_Car,Low,67,15760.0,7.988826815642458,0.0,88.04469273743017,8950.0,7880.0,0,1,0,0,1,Moderate Risk
HH01148,Rajasthan,Udaipur,Urban,6,25,Graduate,Government,33600.0,8050,6030.0,3810,4440,1280.0,2030,2670,1170,1260,0,0,2050.0,950,Education,9.6,Yes,Two_Wheeler,Low,67,30740.0,6.101190476190476,0.0,91.48809523809524,5600.0,5123.333333333333,0,1,0,0,1,Moderate Risk
HH01149,Maharashtra,Pune,Urban,7,41,Graduate,Salaried,186500.0,45310,37550.0,11440,12360,8130.0,17350,7670,5030,5100,0,0,21080.0,6350,Emergency_Fund,11.8,No,Two_Wheeler_and_Car,Low,76,149940.0,11.302949061662199,0.0,80.39678284182305,26642.85714285714,21420.0,0,0,0,0,0,Low Risk
HH01150,Uttar Pradesh,Kanpur,Semi-Urban,3,32,Secondary,Self-Employed,73300.0,9860,13340.0,5180,5490,5050.0,6760,4000,910,1310,707000,19430,1410.0,580,Education,3.5,Yes,Two_Wheeler_and_Car,High,37,51900.0,1.9236016371077764,26.507503410641203,70.8049113233288,24433.333333333332,17300.0,0,1,1,1,3,Very High Risk
HH01151,Telangana,Nizamabad,Urban,7,55,Graduate,Unemployed,48500.0,5930,6630.0,3950,4910,2630.0,3620,2620,1200,960,133000,2990,2110.0,710,Vehicle,10.2,Yes,Unknown,Medium,62,32450.0,4.350515463917526,6.164948453608248,66.90721649484536,6928.571428571428,4635.714285714285,0,1,0,0,1,Moderate Risk
HH01152,Uttar Pradesh,Varanasi,Semi-Urban,5,35,Below Secondary,Salaried,26200.0,7300,5700.0,2600,2700,1560.0,2310,1790,1060,530,0,0,360.0,130,Emergency_Fund,2.0,Yes,Car,Medium,50,25550.0,1.3740458015267176,0.0,97.51908396946564,5240.0,5110.0,0,1,0,0,1,Moderate Risk
HH01153,Andhra Pradesh,Visakhapatnam,Semi-Urban,5,51,Graduate,Salaried,40600.0,10110,6390.0,3630,4800,2690.0,3800,3270,410,710,0,0,3620.0,640,Retirement,18.0,Yes,Two_Wheeler,Low,71,35810.0,8.916256157635468,0.0,88.20197044334975,8120.0,7162.0,0,1,0,0,1,Moderate Risk
HH01154,Telangana,Hyderabad,Semi-Urban,7,43,Graduate,Salaried,35000.0,5320,7660.0,3800,3410,1500.0,3440,2150,1520,1410,0,0,2740.0,1100,Unknown,9.3,Yes,Two_Wheeler,Low,70,30210.0,7.828571428571429,0.0,86.31428571428572,5000.0,4315.714285714285,0,1,0,0,1,Moderate Risk
HH01155,Delhi,New Delhi,Urban,3,45,Graduate,Unemployed,10000.0,1130,2500.0,1350,1350,500.0,880,720,230,270,57000,1330,-190.0,0,Home,0.0,Yes,Two_Wheeler,High,36,8930.0,-1.9,13.3,89.3,3333.3333333333335,2976.6666666666665,0,1,0,1,2,High Risk
HH01156,Andhra Pradesh,Vijayawada,Urban,6,49,Secondary,Unemployed,10600.0,3000,2500.0,1200,980,500.0,800,500,300,420,0,0,240.0,120,Retirement,3.1,Yes,Two_Wheeler_and_Car,Medium,53,10200.0,2.2641509433962264,0.0,96.22641509433963,1766.6666666666667,1700.0,0,1,0,0,1,Moderate Risk
HH01157,Andhra Pradesh,Madanapalle,Urban,2,44,Graduate,Retired,50500.0,14390,7660.0,3350,760,1720.0,4400,2020,510,1680,469000,7950,4820.0,2030,Business,16.0,Yes,Two_Wheeler,Medium,62,36490.0,9.544554455445544,15.742574257425742,72.25742574257426,25250.0,18245.0,0,1,0,0,1,Moderate Risk
HH01158,Andhra Pradesh,Visakhapatnam,Urban,4,38,Graduate,Salaried,74600.0,17940,13520.0,5000,4320,2770.0,4960,6660,2490,1210,579000,9230,4350.0,1770,Unknown,4.0,Yes,Car,Medium,51,58870.0,5.831099195710456,12.372654155495978,78.9142091152815,18650.0,14717.5,0,1,0,0,1,Moderate Risk
HH01159,Maharashtra,Mumbai,Urban,4,37,Postgraduate,Retired,36900.0,10440,7890.0,3200,2460,1430.0,2880,2190,1540,680,155000,4070,90.0,50,Emergency_Fund,0.5,Yes,Two_Wheeler,High,39,32710.0,0.24390243902439024,11.02981029810298,88.64498644986449,9225.0,8177.5,0,1,0,1,2,High Risk
HH01160,Gujarat,Ahmedabad,Urban,2,49,Below Secondary,Self-Employed,60800.0,9890,10140.0,3820,2810,4040.0,5610,1940,980,2310,0,0,15020.0,3320,Home,18.0,Yes,Two_Wheeler,Very Low,90,41540.0,24.703947368421055,0.0,68.32236842105263,30400.0,20770.0,0,0,0,0,0,Low Risk
HH01161,Andhra Pradesh,Guntur,Semi-Urban,5,27,Graduate,Government,42900.0,6850,10500.0,4670,4430,1720.0,2320,1390,640,1030,0,0,5880.0,1470,Business,18.0,Yes,Two_Wheeler,Low,79,33550.0,13.706293706293707,0.0,78.2051282051282,8580.0,6710.0,0,0,0,0,0,Low Risk
HH01162,West Bengal,Siliguri,Rural,4,59,Graduate,Unemployed,21200.0,6350,2500.0,2070,1860,2490.0,1180,1600,480,730,132000,2350,-190.0,0,Home,0.0,Yes,Car,High,38,19260.0,-0.8962264150943396,11.084905660377359,90.84905660377358,5300.0,4815.0,0,1,0,1,2,High Risk
HH01163,Rajasthan,Jodhpur,Semi-Urban,4,45,Postgraduate,Salaried,89300.0,13830,19030.0,5150,10700,4100.0,8260,4360,3920,3650,0,0,7780.0,2070,Home,16.3,Yes,Car,Low,74,73000.0,8.712206047032476,0.0,81.74692049272116,22325.0,18250.0,0,1,0,0,1,Moderate Risk
HH01164,Telangana,Hyderabad,Urban,4,41,Graduate,Retired,64200.0,15040,12840.0,4480,8370,3590.0,4100,2980,2600,1800,0,0,4380.0,790,Emergency_Fund,10.3,Yes,Car,Low,71,55800.0,6.822429906542056,0.0,86.91588785046729,16050.0,13950.0,0,1,0,0,1,Moderate Risk
HH01165,Telangana,Warangal,Urban,2,46,Secondary,Salaried,52700.0,5430,7450.0,3180,1480,2100.0,2860,4280,930,820,0,0,12290.0,5260,Retirement,18.0,Yes,Unknown,Very Low,97,28530.0,23.32068311195446,0.0,54.136622390891844,26350.0,14265.0,0,0,0,0,0,Low Risk
HH01166,Uttar Pradesh,Kanpur,Urban,3,39,Postgraduate,Retired,33500.0,2750,7040.0,2700,4040,1770.0,1630,2530,1180,1370,0,0,6760.0,2220,Home,18.0,Yes,Two_Wheeler,Very Low,84,25010.0,20.17910447761194,0.0,74.65671641791045,11166.666666666666,8336.666666666666,0,0,0,0,0,Low Risk
HH01167,Rajasthan,Jaipur,Urban,3,42,Diploma,Self-Employed,35100.0,3020,8480.0,2460,2220,970.0,2380,1900,460,1610,0,0,8710.0,3800,Emergency_Fund,18.0,Yes,Two_Wheeler,Very Low,91,23500.0,24.814814814814813,0.0,66.95156695156696,11700.0,7833.333333333333,0,0,0,0,0,Low Risk
HH01168,Delhi,New Delhi,Urban,7,34,Graduate,Salaried,23400.0,6070,6680.0,3350,1440,740.0,1770,730,320,670,270000,4790,-2560.0,0,Education,0.0,Yes,Car,High,27,21770.0,-10.94017094017094,20.47008547008547,93.03418803418803,3342.8571428571427,3110.0,0,1,1,1,3,Very High Risk
HH01169,Rajasthan,Jodhpur,Rural,5,47,Diploma,Daily Wage,32700.0,4850,4730.0,3040,1370,1530.0,2160,2860,760,1380,192000,2470,3910.0,600,Business,18.0,Yes,Car,Low,74,22680.0,11.957186544342507,7.553516819571865,69.35779816513762,6540.0,4536.0,0,0,0,0,0,Low Risk
HH01170,Andhra Pradesh,Madanapalle,Semi-Urban,4,43,Postgraduate,Salaried,27700.0,1910,4990.0,2700,1680,1660.0,2170,2340,1110,960,198000,3210,2420.0,1040,Retirement,10.8,Yes,Two_Wheeler,Low,67,19520.0,8.736462093862816,11.588447653429602,70.46931407942239,6925.0,4880.0,0,1,0,0,1,Moderate Risk
HH01171,Tamil Nadu,Chennai,Urban,5,46,Graduate,Salaried,62100.0,6240,12930.0,5400,7340,4630.0,5230,5060,910,2350,296000,4140,4710.0,1650,Business,4.5,Yes,Two_Wheeler,Medium,59,50090.0,7.584541062801932,6.666666666666667,80.66022544283415,12420.0,10018.0,0,1,0,0,1,Moderate Risk
HH01172,Gujarat,Vadodara,Semi-Urban,5,57,Diploma,Salaried,52900.0,9690,10000.0,4190,5330,4280.0,2990,3840,820,2250,0,0,7200.0,3800,Home,12.1,Yes,Unknown,Low,77,43390.0,13.610586011342155,0.0,82.0226843100189,10580.0,8678.0,0,0,0,0,0,Low Risk
HH01173,Karnataka,Mysuru,Rural,3,37,Graduate,Retired,18100.0,6140,3660.0,1080,2160,1210.0,960,1170,700,390,208000,5510,-3880.0,0,Education,0.0,Yes,Car,High,16,17470.0,-21.43646408839779,30.441988950276244,96.51933701657458,6033.333333333333,5823.333333333333,0,1,1,1,3,Very High Risk
HH01174,Gujarat,Surat,Urban,2,43,Below Secondary,Retired,25500.0,2160,4690.0,1660,2970,1460.0,2130,2040,270,980,133000,1960,3030.0,1290,Retirement,8.5,Yes,Two_Wheeler_and_Car,Low,70,18360.0,11.882352941176471,7.686274509803921,72.0,12750.0,9180.0,0,0,0,0,0,Low Risk
HH01175,Maharashtra,Nagpur,Semi-Urban,4,29,Secondary,Self-Employed,52200.0,15790,7810.0,3180,3960,2520.0,4170,2860,1970,860,342000,6350,1500.0,340,Retirement,1.1,Yes,Car,Medium,44,43120.0,2.8735632183908044,12.164750957854405,82.60536398467433,13050.0,10780.0,0,1,0,0,1,Moderate Risk
HH01176,Gujarat,Surat,Urban,3,49,Graduate,Salaried,58100.0,6150,11530.0,3650,2980,4400.0,5060,4040,1970,970,0,0,8680.0,4190,Retirement,18.0,Yes,Two_Wheeler,Very Low,84,40750.0,14.93975903614458,0.0,70.13769363166953,19366.666666666668,13583.333333333334,0,0,0,0,0,Low Risk
HH01177,Maharashtra,Mumbai,Urban,6,44,Diploma,Salaried,72300.0,23490,14740.0,3720,5720,1960.0,3820,3360,2130,2410,652000,17220,-3260.0,0,Home,0.0,Yes,Two_Wheeler,High,28,61350.0,-4.508990318118949,23.817427385892113,84.85477178423237,12050.0,10225.0,0,1,1,1,3,Very High Risk
HH01178,Tamil Nadu,Madurai,Rural,3,44,Secondary,Salaried,28600.0,9530,4680.0,2740,3650,770.0,1720,2540,770,1390,250000,5670,-4100.0,0,Business,0.0,Yes,Car,High,26,27790.0,-14.335664335664337,19.825174825174823,97.16783216783217,9533.333333333334,9263.333333333334,0,1,0,1,2,High Risk
HH01179,Telangana,Nizamabad,Urban,4,43,Graduate,Salaried,58000.0,8790,8970.0,3450,4670,4200.0,5380,2030,1420,1840,302000,6180,6980.0,3820,Emergency_Fund,14.7,Yes,Two_Wheeler,Low,70,40750.0,12.034482758620689,10.655172413793103,70.25862068965517,14500.0,10187.5,0,0,0,0,0,Low Risk
HH01180,Telangana,Hyderabad,Semi-Urban,4,39,Secondary,Retired,17800.0,4600,2810.0,2340,1720,1310.0,990,1360,590,370,0,0,1160.0,320,Retirement,3.6,No,Two_Wheeler,Medium,59,16090.0,6.51685393258427,0.0,90.3932584269663,4450.0,4022.5,0,1,0,0,1,Moderate Risk
HH01181,Gujarat,Vadodara,Urban,5,66,Postgraduate,Salaried,70900.0,4560,14880.0,4830,9280,4310.0,3480,3270,970,1790,0,0,11650.0,5040,Education,18.0,Yes,Two_Wheeler,Very Low,86,47370.0,16.431593794076164,0.0,66.81241184767278,14180.0,9474.0,0,0,0,0,0,Low Risk
HH01182,Andhra Pradesh,Guntur,Semi-Urban,7,44,Graduate,Salaried,54600.0,13870,12040.0,4620,5700,2810.0,3010,4110,1110,1110,535000,12490,-2830.0,0,Education,0.0,Yes,Two_Wheeler,High,29,48380.0,-5.183150183150183,22.875457875457876,88.6080586080586,7800.0,6911.428571428572,0,1,1,1,3,Very High Risk
HH01183,Andhra Pradesh,Vijayawada,Semi-Urban,4,47,Postgraduate,Salaried,39900.0,11620,8160.0,4010,3960,1640.0,3010,1970,990,1960,231000,5830,-2600.0,0,Home,0.0,Yes,Unknown,High,33,37320.0,-6.516290726817042,14.611528822055137,93.53383458646617,9975.0,9330.0,0,1,0,1,2,High Risk
HH01184,Telangana,Warangal,Rural,1,34,Graduate,Unemployed,18000.0,4780,2510.0,1080,1220,870.0,1030,840,650,500,0,0,2280.0,760,Business,11.0,Yes,Two_Wheeler,Very Low,80,13480.0,12.666666666666668,0.0,74.8888888888889,18000.0,13480.0,0,0,0,0,0,Low Risk
HH01185,Telangana,Nizamabad,Semi-Urban,5,52,Postgraduate,Salaried,19000.0,6370,3740.0,1810,1370,1230.0,1740,1530,260,870,70000,1000,-430.0,0,Education,0.0,No,Car,Medium,41,18920.0,-2.2631578947368425,5.263157894736842,99.57894736842105,3800.0,3784.0,0,1,0,0,1,Moderate Risk
HH01186,Rajasthan,Jaipur,Semi-Urban,2,43,Diploma,Government,87300.0,25560,10980.0,5050,2670,6120.0,6430,4430,3800,3430,648000,16490,1680.0,500,Unknown,3.1,Yes,Car,Medium,41,68470.0,1.9243986254295533,18.88888888888889,78.43069873997709,43650.0,34235.0,0,1,0,0,1,Moderate Risk
HH01187,Tamil Nadu,Madurai,Urban,2,48,Graduate,Salaried,33500.0,4490,5750.0,1720,2030,930.0,2220,1700,1490,1230,0,0,6440.0,2990,Business,18.0,Yes,Car,Very Low,89,21560.0,19.223880597014926,0.0,64.35820895522389,16750.0,10780.0,0,0,0,0,0,Low Risk
HH01188,Odisha,Cuttack,Urban,5,52,Postgraduate,Self-Employed,133800.0,36460,25130.0,9030,12860,8650.0,8730,5620,3310,5220,0,0,15260.0,3540,Retirement,5.7,Yes,Unknown,Low,67,115010.0,11.405082212257101,0.0,85.95665171898355,26760.0,23002.0,0,0,0,0,0,Low Risk
HH01189,Telangana,Nizamabad,Semi-Urban,2,43,Graduate,Government,79900.0,7250,12780.0,5170,1760,2370.0,4730,3760,2500,2290,0,0,23720.0,6470,Emergency_Fund,17.7,Yes,Two_Wheeler,Very Low,100,42610.0,29.687108886107634,0.0,53.32916145181477,39950.0,21305.0,0,0,0,0,0,Low Risk
